,synchronous,precedence,succession,reason,result,arg1-as-cond,arg2-as-cond,arg1-as-negcond,arg2-as-negcond,arg1-as-goal,arg2-as-goal,arg1-as-denier,arg2-as-denier,contrast,similarity,conjunction,disjunction,arg1-as-instance,arg2-as-instance,arg1-as-detail,arg2-as-detail,equivalence,arg1-as-manner,arg2-as-manner,arg1-as-excpt,arg2-as-excpt,arg2-as-subst,,,,,,,,,,,,,,
result,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0.2,0,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0.1,0.3,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0.3,0,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0.1,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
reason,0,0,0,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.1,0,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-detail,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0.1,0.3,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-detail,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0.1,0.6,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-instance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.5,0,0.4,0,0,0,0,0,0,,,,,,,,,,,,,,
arg1-as-denier,0,0,0,0,0,0,0,0,0,0,0,0.6,0.3,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0,0.5,0,0,0,0,0,0,0,0.1,0,0,0.2,0,0,0,0,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0,0.4,0,0,0,0,0,0,0,0.2,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.1,0.1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0.1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0,0.5,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0.1,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0.3,0,0,0,0.1,0.2,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-instance,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0.2,0,0.2,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0.2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0,0.5,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0.1,0.1,0,0,0,0,0,0,0.1,,,,,,,,,,,,,,
result,0,0,0,0,0.7,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0.1,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0,0.7,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-instance,0,0.1,0,0.1,0.1,0,0,0,0,0,0,0,0.1,0,0,0.2,0,0,0.3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0.1,0,0.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-instance,0,0,0,0.1,0.2,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.3,0.1,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0.1,0,0,0.7,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
reason,0,0,0,0.4,0.1,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.1,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-denier,0,0,0,0,0.1,0,0,0,0,0,0,0,0.4,0.1,0,0,0,0,0.1,0,0.2,0,0,0,0,0,0,,,,,,,,,,,,,,
arg1-as-denier,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0.2,0.2,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0.1,0.4,0,0,0,0,0,0,0,0.1,0.3,0,0,0,0,0,0.1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0.1,0,0.2,0.3,0,0,0.1,0,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-detail,0,0,0,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.1,0,0.4,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-detail,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0.2,0,0,0.2,0,0.2,0,0,0,0,0,0.1,,,,,,,,,,,,,,
conjunction,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.1,0.1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-denier,0,0.1,0,0,0.3,0,0,0,0,0,0,0.1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.3,0,0,0.2,0,0.3,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-denier,0.1,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.4,0,0,0,0,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-instance,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.3,0,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0.1,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
precedence,0,0.5,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-denier,0,0,0,0,0.2,0,0,0,0,0,0,0,0.3,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0,0,0,0.1,0,0,0,0,0,0,0,0.2,0,0,0.4,0,0,0.1,0.1,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0.3,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
reason,0,0,0,0.5,0.2,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.3,0,0.2,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-denier,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-detail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.6,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0,0.5,0,0,0,0,0,0,0,0.1,0,0,0.3,0,0,0,0.1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0,0,0,0.3,0,0,0,0,0,0,0.1,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-detail,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.2,0.1,0.5,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0.1,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0.3,0,0,0.1,0,0,0,0,0,0,0,0.3,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0.4,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
arg1-as-denier,0,0.1,0,0.1,0.1,0,0,0,0,0,0,0.3,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0.1,0,0.2,0,0,0,0.1,0,0,0,0,0,0,0.1,,,,,,,,,,,,,,
conjunction,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.5,0,0,0.1,0,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.1,0.3,0,0,0,0.1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0,0,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0.2,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-detail,0,0,0,0.1,0.2,0,0,0,0,0,0,0,0.1,0,0,0.2,0,0,0,0,0.4,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-detail,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0.2,0,0,0.1,0,0.4,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.1,0.3,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0,0,0.2,0,0,0,0,0,0,0,0,0.1,0,0,0.3,0,0,0.2,0,0.2,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.6,0,0,0,0.2,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-detail,0,0,0,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0.7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.3,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-detail,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.3,0,0.5,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-detail,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.2,0,0.5,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0.2,0.3,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.2,0,0.2,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-detail,0,0,0,0.1,0.2,0,0,0,0,0,0,0,0.2,0,0.1,0,0,0,0.1,0,0.3,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0.1,0,0,0.3,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0.1,0,0.2,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-detail,0,0,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0.1,0,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.1,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-denier,0,0,0,0,0.3,0,0,0,0,0,0,0.1,0.3,0,0,0.2,0,0,0,0,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
arg1-as-denier,0,0.2,0,0,0.1,0,0,0,0,0,0,0.2,0.1,0,0,0,0,0,0,0.2,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0.1,0.4,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0.1,0.1,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0,0.6,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-detail,0,0,0,0.1,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.1,0.1,0.4,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-detail,0,0,0,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0.1,0.7,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0.5,0,0,0,0,0.2,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-detail,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.3,0,0,0,0,0.3,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0.1,0.4,0,0,0.1,0.1,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-denier,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0,0.2,0,0,0,0,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-detail,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0.1,0,0.4,0,0,0,0,0,0,,,,,,,,,,,,,,
contrast,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0.2,0,0,0,0,0,0,0,0,0,0,0.1,,,,,,,,,,,,,,
reason,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.2,0,0,0,0,0,0,,,,,,,,,,,,,,
reason,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.3,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0.2,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-detail,0,0,0,0.2,0.1,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0.1,0,0.2,0.1,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0.2,0,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.1,0,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
reason,0,0,0,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0.1,0,0,0.4,0,0,0,0,0,0,0,0.1,0,0,0.2,0,0,0,0,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-instance,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-instance,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.3,0,0.2,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0,0.3,0,0,0,0,0,0,0,0.1,0.1,0,0.3,0,0,0,0.1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.3,0,0.2,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-detail,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0.1,0,0.7,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-instance,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0.7,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0.2,0,0,0.6,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0.1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0,0,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0.1,0.4,0,0,0.1,0.1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0.2,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0.2,0.3,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0.2,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-denier,0,0.1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.3,0,0,0.1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-denier,0,0,0,0,0.1,0,0,0,0,0,0,0.3,0.3,0,0,0.2,0,0,0,0,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-detail,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.1,0.1,0.2,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0.2,0,0.1,0.4,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-instance,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.6,0,0.2,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0.1,0,0.1,0.6,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-denier,0,0,0,0,0.1,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-subst,0,0,0,0.2,0.1,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,0,0.1,0,0,0,0,0.3,,,,,,,,,,,,,,
result,0,0.1,0,0,0.6,0,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
arg1-as-denier,0,0,0,0,0.4,0,0,0,0,0,0,0.4,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
reason,0,0.1,0,0.4,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.3,0,0,0.1,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0.1,0.6,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0.1,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0,0,0,0.1,0,0,0,0,0,0,0.2,0.1,0,0,0.3,0,0,0.1,0,0.2,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0,0.6,0,0,0,0,0,0,0,0.1,0,0,0.2,0,0,0,0.1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-denier,0,0.1,0.1,0,0,0,0,0,0,0,0,0.1,0.3,0.1,0,0.1,0,0,0,0,0.2,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0.1,0,0,0.1,0,0,0,0,0,0,0.1,0.1,0.1,0,0.4,0,0.1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-detail,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0.1,0.1,0.4,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-denier,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0.5,0.1,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
contrast,0,0,0,0,0.1,0,0,0,0,0,0,0,0.3,0.4,0,0.2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0.2,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0.1,0,0.2,0.3,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-instance,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.4,0,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0.1,0.3,0,0,0.1,0,0.2,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0.1,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0.3,0,0.1,0,0,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-detail,0,0,0,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0.4,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-detail,0,0,0,0,0.1,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0.1,0,0.3,0,0,0,0,0,0.1,,,,,,,,,,,,,,
conjunction,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0.4,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.1,0,0,0,0,,,,,,,,,,,,,,
arg2-as-detail,0,0,0,0.2,0,0,0,0,0,0,0,0.1,0,0.1,0,0.1,0,0,0,0,0.5,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-detail,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0.4,0,0,0,0,0,0.1,,,,,,,,,,,,,,
result,0,0,0,0,0.7,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-detail,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0.5,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0,0.3,0,0,0,0,0,0,0,0.3,0.3,0,0.1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-detail,0.1,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.5,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-detail,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.4,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0.1,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-detail,0,0,0,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.4,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-detail,0,0,0,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.4,0,0,0,0,0,0,,,,,,,,,,,,,,
arg2-as-detail,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0.1,0.1,0.2,0.1,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0.3,0,0,0,0,0,0,,,,,,,,,,,,,,
arg1-as-denier,0,0,0,0,0.1,0,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0,0.3,0,0,0,0,0,0,0,0.2,0.1,0,0.3,0,0,0,0,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,
result,0,0,0,0.2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
conjunction,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.1,0,0.2,0,0,0,0,0,0,,,,,,,,,,,,,,
